Features,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Sample 6,Sample 7,Sample 8,Sample 9,Sample 10
NF1,-1.0983,-0.4799,-0.6051,-0.6774,-0.918,-0.911,-0.865,0.9517,-0.4798,-0.9777
GFER,0.962,0.168,1.0488,0.1433,0.023,1.9204,0.2171,0.1653,0.6619,0.0795
AW661821,-1.1529,-0.5454,-0.0202,0.6505,-0.286,-1.1847,-0.1485,-0.1914,0.5752,-0.5269
PAPOLA,-0.5341,-0.3329,-1.2747,-1.2539,-0.156,-0.6478,-1.0665,0.7631,-0.7374,-1.7643
C4orf38,1.4099,-0.6339,0.8214,-0.3957,-0.2608,1.2225,-0.1642,0.3221,-1.1084,-0.1299
ALG12,1.2158,0.3116,0.6809,-1.1217,-1.1559,-0.4583,-0.1332,-0.5475,-0.7716,0.6666
BC038569,-2.2667,0.4029,-2.0085,0.0144,-0.5447,-0.3791,-0.2649,-0.8573,-1.4926,-0.1105
BC034826,0.2602,-0.2916,0.4054,-1.066,-0.2184,-0.8381,-1.0858,-0.541,-0.8749,-1.5034
BU741709,0.3809,-0.5432,0.5832,1.8992,-0.6448,0.5705,0.5713,0.1839,-0.4584,0.277
TMEM108,-0.7065,3.0201,-0.3801,-1.0411,0.0214,-0.4837,0.2749,-0.7756,-0.9998,-0.5398
LOC649395,-0.178,0.0608,-0.5835,0.2037,-0.8404,0.6089,-0.1349,0.9541,-0.0202,0.0616
X84075,-1.3026,-0.2892,-0.3638,-0.0262,-0.9267,0.1229,-0.0422,-0.3314,0.4262,-0.2627
MTMR9,-1.6378,-1.0231,-1.1641,-0.826,-0.3279,-1.1832,0.5547,-0.859,-0.1578,0.4243
PAQR3,0.0464,1.2581,0.0152,-0.8923,-0.1501,-1.7477,0.6263,0.4013,-0.0633,-0.9725
GP1BB,-0.5297,0.5817,1.2135,-2.0602,0.3829,0.1545,0.3623,1.4399,-0.1344,0.7767
DPY30,1.0166,0.4785,0.7321,0.5294,0.5306,0.3901,0.7088,0.0009,1.378,1.2258
STXBP2,0.4309,0.9274,0.5265,1.1138,-0.6949,1.4002,-0.8313,0.3676,0.6296,0.6796
TMEM59L,0.3169,-0.6582,3.2769,-0.097,1.073,-0.1081,0.4935,0.247,-0.4503,-0.5532
EDC4,-0.9562,-0.5938,-0.6618,-1.4264,-1.2136,-1.7641,-1.0028,-1.0454,-0.3868,-1.2485
OR8S1,-0.3643,-0.837,0.4426,0.4686,-0.7298,-0.1994,0.5339,-0.3983,-1.7675,1.9314
AIMP2,0.6777,1.1578,-0.2825,0.3987,1.1123,-0.4327,0.1968,0.6891,0.9946,-0.1562
GCKR,-0.3554,1.8139,-0.3083,-0.9132,0.4962,0.1223,-0.7119,-1.7456,-0.6066,0.0166
BF476109,0.8744,0.3119,1.6402,0.8454,-1.0407,1.7369,1.3137,-0.3012,0.6011,0.2726
GAFA3,-0.2839,-0.8449,-0.45,0.2859,0.3401,-0.6494,-0.0122,-0.9628,-1.4413,1.6389
HSPD1,0.8354,1.6417,-0.2891,0.564,0.6144,-0.33,0.5257,0.3578,1.9093,0.2117
AMOTL2,1.6366,-0.0362,0.8493,-0.236,-0.9279,1.5699,1.2378,1.1658,-0.4704,1.568
CWH43,4.6106,0.6821,-0.4721,-0.3321,-0.3899,-0.7229,-0.5015,-0.949,0.0656,-0.1553
UNCX,-0.8664,0.4964,-0.1389,0.5757,1.583,0.084,-0.4935,-0.9052,0.7313,-1.0649
AI434856,-1.7416,-0.7035,0.3715,-0.055,-1.2556,0.1845,0.5326,0.8411,0.0154,1.3896
SNORD54,1.3602,0.833,-0.5211,-0.3694,0.0592,1.1815,0.5745,0.3477,2.145,-0.6289
PSPN,-0.2781,0.2417,0.9648,-0.0008,1.3344,-0.1527,-0.4395,1.4928,-1.5435,-0.2236
NT5DC1,3.0479,-0.0354,0.3684,-0.7914,0.9907,1.4723,1.0747,-1.8685,0.3639,1.131
AX747417,-0.5189,0.3673,-0.7401,0.1203,1.0643,-0.9051,-0.1618,0.2505,-0.292,-0.8572
COL1A1,-0.4567,0.891,1.211,0.4516,0.7609,-0.6284,-0.7887,-0.9654,0.115,-0.0841
PTH,-0.354,0.6875,1.4804,0.8073,-0.7703,0.7079,-0.3728,3.1857,0.2729,0.373
FAM47C,-1.3456,-0.4247,-0.6949,-0.4507,-0.3506,-0.2455,0.0728,-1.3677,-1.7883,-0.2391
AI745455,-1.2919,0.5426,0.0994,-2.1724,1.7538,-1.4778,-0.9588,0.8482,-0.1791,-1.4073
ATP8B2,-1.7972,-0.2637,-0.2089,-0.9872,0.2546,1.6927,1.0031,-0.2993,-0.1749,-0.2257
CA413961,-1.3517,-1.6869,1.7326,0.1877,-1.9752,0.3805,-0.14,-0.208,-1.0961,0.7813
RPS12,-0.2907,0.7119,0.0391,0.4245,0.9943,-0.5323,1.0303,-0.7194,0.9691,0.2056
CCDC138,-0.1882,1.3067,-0.8201,0.34,0.2133,-0.7439,0.3518,0.9072,0.2959,1.2811
SSX7,0.3607,1.0796,-0.3725,1.3687,-0.5954,0.8474,0.4518,1.4242,1.2341,0.8399
HTN1,0.2109,-0.3609,-0.5451,0.3777,-0.3935,0.1217,0.1694,0.7193,-0.02,0.0229
LRRC46,1.0569,0.3151,-0.5387,1.4105,-0.3319,2.6747,0.0481,2.736,-0.1317,-0.1358
CBL,-0.2846,2.5098,-0.2775,0.3534,-0.2675,0.2226,-1.0291,0.2442,-0.8825,-1.2792
PITPNM1,0.5559,1.6228,0.2589,-0.3682,-1.0629,0.0334,-1.1469,-1.4076,-1.145,-0.0896
AI093677,-0.7298,-0.5999,-1.2429,1.2311,-1.0136,-1.3019,0.2261,-0.3824,-0.1899,-2.4238
BE855393,-1.3232,-1.2401,-0.6707,-1.037,0.2982,-0.2719,-0.0165,0.0834,1.4912,-0.5342
ASNSD1,0.3944,0.451,-0.0674,0.1866,1.6795,-0.3053,0.6564,0.4851,1.1454,0.8298
ALG6,-0.9681,1.3883,-0.7981,1.9,0.0037,0.4587,-0.0803,1.455,0.6045,1.7989
KCNIP1,-0.5299,0.0687,1.0184,0.0419,-1.0179,-0.5065,-0.07,-0.2363,-0.374,0.6005
CA748499,-0.999,-0.668,0.4291,-1.8386,-1.0559,-0.7248,0.2818,1.4165,0.9453,0.1868
C22orf33,0.4512,-1.0548,0.2379,-0.6977,1.1126,0.5191,1.0199,1.613,-1.2853,-0.9794
AX748388,-0.8171,2.4252,1.3267,0.1763,0.4783,0.0926,-0.0796,1.6965,-0.1754,-0.1013
BC033670,-0.0556,-1.3233,0.7893,0.9678,0.7157,0.353,-0.8359,2.0697,0.5111,0.6108
PSMC3,0.3119,-1.3414,-0.2112,-0.4563,-1.0189,-1.3574,-0.8101,-0.9739,-1.1358,-0.9609
FOSL1,-0.5835,0.4981,-0.7607,-0.0797,-0.738,-0.5827,-0.3819,-0.0815,0.6339,-1.2002
RIMKLB,-0.0629,-0.0165,-1.3237,-0.5287,0.2567,-0.5177,0.5833,-0.839,-0.4558,-0.0827
AW827065,0.0306,-0.5092,1.1438,2.0224,0.8318,-1.1988,-0.2795,-0.4455,0.4917,0.2608
BU569847,-1.828,1.0114,0.8145,-0.9563,-0.5834,-0.0544,-0.7045,0.9621,1.7663,0.3133
DCP2,-2.2001,-2.5053,-1.9485,-0.5615,0.4095,-0.8781,0.6848,0.1337,-0.5078,-2.4895
GPR110,0.2402,-0.1122,-0.1822,-0.5555,0.0108,0.8937,0.5038,-0.9576,0.0963,-0.2273
SH3GLB1,-0.216,0.6621,0.0178,-0.012,0.6013,0.791,-0.7169,-0.3764,-0.2826,1.1103
IFT140,-0.6351,0.009,0.344,0.4281,-0.0751,0.283,-0.5523,0.9903,0.7082,-0.6073
COMTD1,1.7915,-0.1101,0.2183,-0.5487,-0.9807,0.2221,-0.8338,1.1377,1.7758,0.4456
SFRP1,-1.0671,-0.5266,-1.3775,-1.1525,-0.3831,-1.1185,2.2075,-1.0137,-0.8265,0.6359
ING2,1.3784,0.9388,0.154,2.7324,0.8715,1.0322,0.0757,1.3625,0.9234,0.6289
EPHX2,1.3319,-0.6393,0.8065,-0.9532,0.6532,1.7105,0.3758,0.2909,-0.9384,0.7807
LOC644100,-0.3262,1.9508,-0.2416,0.4411,-0.0882,2.7557,-0.8753,-1.3134,1.0693,-0.2805
C19orf63,0.0946,0.0039,0.2779,-0.6782,-0.1086,1.4268,-0.9858,-1.0208,-0.4586,0.4008
RCN2,1.2265,1.0958,0.27,-0.1901,1.3423,0.926,1.0433,1.7448,0.8605,1.0781
TSPAN32,-0.1886,-0.0162,0.235,-0.4963,1.0748,-1.4198,-0.2016,-0.6623,0.5627,0.543
UBE2A,0.1453,-0.0527,-0.8105,0.173,0.2887,0.1231,-0.2091,1.0408,1.0201,0.7014
BC037882,1.144,-0.0371,-0.881,0.3784,-0.0876,1.3775,-0.2511,-0.7526,-2.5234,0.6372
MICAL3,0.2501,1.4018,1.6643,0.3403,-0.5898,0.9211,1.8193,-0.2968,1.8447,-0.3546
DA874553,0.7914,0.1563,-1.403,-0.6905,-0.0436,-0.515,0.9955,0.3022,0.3221,-1.4083
HMX2,0.1596,-0.0129,0.2045,1.7077,0.0527,-0.437,-0.6953,-0.0684,2.3064,-0.405
BX095339,0.2006,-0.7583,0.0906,0.4098,-0.2825,-0.7022,0.0958,-0.7472,-0.3975,-0.6933
AV659531,1.0966,-0.638,0.1872,-1.185,1.1056,-0.5682,-0.6231,-0.1437,0.6283,0.3265
JMJD1C,-0.381,-0.2815,-0.3007,0.4214,1.0578,0.4839,1.6974,0.1352,0.0796,0.4184
C9orf41,0.3851,1.3491,0.8958,0.497,1.5946,-0.5527,-0.3532,0.0804,0.5833,1.2556
SPIN2B,-0.4766,0.4338,0.3683,-0.3494,1.0293,1.4964,-0.2904,1.3104,-0.838,0.347
IYD,-0.9353,-0.3931,-0.739,-0.9907,-1.3129,-0.7513,-0.3903,-0.8505,-0.2175,-0.3978
PTPRU,0.8529,0.3585,0.5522,0.0338,-0.1325,-0.1335,-0.0491,1.442,-1.3434,1.1042
EPHA5,1.1476,0.4122,0.4613,-0.6152,0.2346,1.5835,1.255,3.9597,0.0643,0.1242
THSD4,0.3697,-1.3668,1.1422,-0.4081,-0.1718,0.1953,-0.2771,0.5167,1.3357,1.1406
DB341666,-0.1531,-0.6498,0.5891,0.654,1.9764,2.2074,-1.2127,-0.1757,-0.2828,-0.3107
RPL3L,0.2243,-0.0461,0.8649,-2.4849,-1.5947,-0.5533,0.1037,0.0976,-0.7101,-1.2042
UBE2B,0.5776,-0.4026,-0.2492,0.6992,0.4457,0.0513,0.4316,-0.3231,0.511,-0.1934
CD97,0.0993,0.2705,-0.7871,-0.9922,-1.4197,-1.1348,-0.6474,-0.8351,-0.7266,-0.9171
OR5K2,0.3088,0.1031,-0.0411,-0.3565,-1.4637,0.2558,0.8962,1.559,0.5346,-1.3135
BE326851,1.121,0.4404,1.0166,-1.1955,0.1688,-0.2945,0.953,-0.3351,0.1863,-0.5376
SPANXA2,0.0143,0.638,-0.3209,-0.1885,-0.1917,-0.0796,-0.291,-0.2459,-0.2777,-0.4246
FAM118A,-0.786,0.0158,-0.1912,-0.8554,-0.509,-0.8832,1.4337,-1.0754,-0.8721,-0.3752
ACTL7A,0.3096,-1.0026,0.1631,-1.9533,0.259,1.3151,-0.6741,0.545,-0.3957,-0.8038
ADIPOR2,-0.8807,0.2935,-0.6562,-0.8237,-1.2107,-0.4238,-0.7466,0.1221,1.5363,0.5448
DUSP2,-0.1904,1.7415,-0.5628,-1.0177,-0.2485,0.6496,2.9378,0.7826,1.4415,-0.7123
LOC401093,-0.7359,-0.651,-0.2206,-0.2606,1.2341,-0.9691,-0.1142,-0.073,-0.5363,-0.4415
ZSCAN10,0.6436,-0.552,0.0612,-0.9977,-0.0836,-1.341,0.5495,-0.1852,-1.2145,-0.8847
LOC285419,-1.1075,0.1128,-0.3737,-0.6359,-0.1965,-0.9915,0.5891,-0.5838,-0.6554,-0.8049
HDX,-0.8394,-1.1359,-0.1319,1.4275,1.324,-2.4205,-2.2062,-0.0915,0.242,-0.9107
NUBP2,-1.0611,3.9141,0.3131,0.426,-0.6091,0.415,-0.6778,0.5076,0.878,-0.3721
UQCRH,-0.8542,1.2537,0.0928,0.2799,1.1671,0.3239,-0.8685,-0.3912,-1.2013,-0.709
KCNB2,0.279,-0.2715,0.2798,-0.7895,1.4424,0.1941,0.3218,0.1325,1.5815,-0.7179
RIT2,-1.7761,-0.5436,-0.0707,1.1133,-1.142,0.2167,0.6094,0.5196,-0.3221,-0.1488
BC037164,0.4028,0.4014,0.0575,0.0045,-1.6532,0.1382,0.0862,0.5593,0.7597,-1.5254
FLVCR1,0.7204,2.2531,-0.5389,-0.8997,0.7559,0.4959,-0.3951,1.1597,0.6517,-0.8694
ZNF22,-1.3903,-1.4404,-0.255,0.3182,1.861,-0.7473,1.7706,-2.0786,-1.1886,0.86
F37276,-1.2534,-0.5656,-1.5204,0.3839,-0.5733,0.7398,0.9253,1.013,0.0314,0.7606
MED28,-1.1083,-0.7437,0.2125,1.5645,0.4374,-0.1753,0.6696,0.9057,-0.0734,0.4528
BM670609,0.1108,1.1141,0.4815,0.6103,-0.3234,0.4018,0.0247,1.7314,1.6962,0.274
NGFR,1.3063,1.382,-0.3531,-0.0104,-1.0621,1.947,0.0788,2.4186,1.5274,1.8539
LOC100287482,0.3348,-0.8864,-2.4132,0.545,-0.3854,-0.151,0.3956,-0.4104,1.4714,0.9423
CLEC4M,-0.331,-0.115,-0.8456,0.8276,-0.5909,0.1497,0.0742,-0.7578,1.4602,-0.7781
TMEM222,-1.437,0.5911,1.9289,0.2812,-0.8817,0.3278,-0.5949,-0.5225,-1.3102,-0.496
SMC5,1.2304,-1.4637,-0.3912,-0.1313,0.5035,-0.668,0.8117,0.621,0.7875,0.2529
GOT2,-0.1811,0.4571,-0.9967,-0.5563,-1.4447,0.1166,-0.9777,-0.126,-0.0405,-0.3209
SPATA24,-0.5776,-0.7765,-0.6209,1.0966,0.7102,0.4751,0.6902,-0.0918,-0.5223,1.4771
FBXL7,1.0132,0.4499,0.3071,-0.3256,1.842,0.8129,0.5866,2.1174,0.1168,1.4913
BMP6,-0.1987,-0.432,-0.1791,-0.3212,-0.9086,0.2599,1.0684,0.381,-0.0525,0.6036
LOC439994,-0.6575,-0.2331,-0.6152,-0.0187,-0.057,-1.0561,0.3414,0.916,-0.2487,-0.3811
BX101632,-0.2893,-0.4434,-0.8638,0.4226,-0.9735,0.363,0.2774,-0.6983,-1.1363,-0.3059
PIGN,1.0945,-2.1485,-0.8633,1.1605,0.737,-0.2957,0.0355,0.8583,0.8604,0.197
CCR5,-0.9686,0.2512,-0.1332,-0.4454,1.4437,2.0771,0.2328,-0.0794,-0.621,-0.1353
MESP2,0.9598,-0.0123,0.6232,0.5828,-0.6369,1.6695,-1.3162,-1.5925,0.7407,-0.1698
USP48,0.675,-1.5464,-0.5773,0.682,-0.3495,0.54,-0.6326,-0.1758,-0.2713,-0.1528
PHF23,-1.5367,-0.8216,-1.247,0.9682,1.5742,-0.2349,-0.5098,-0.6919,-1.7154,-0.8465
OR6C68,-0.4259,0.4809,-0.3902,0.2007,0.7471,-0.0431,0.2816,1.9835,0.3416,0.0514
NANP,-0.7299,-2.4041,-0.8873,0.463,-1.6746,-0.5443,-0.3086,-0.4171,0.5978,-1.0223
VARS,-1.9036,-0.1347,-0.8074,0.5068,-0.3906,-0.5083,0.0525,-0.2451,-0.3313,-0.225
PHACTR2,0.2446,0.6353,-0.7353,-0.7924,0.1813,-1.4603,0.3913,-0.8775,0.1784,-0.0406
LGI4,-0.446,1.034,-0.8925,-0.2351,0.2181,1.8831,0.1794,1.5563,-0.556,-0.1825
FLJ36031,-0.0012,1.5052,-0.331,0.8966,-1.2855,0.1728,0.7067,-0.0666,0.3898,1.5465
PI16,-0.1361,-0.643,-0.9495,-0.9531,-0.8924,-0.8279,0.5885,-0.5866,2.6536,2.5256
DOCK3,-0.395,-1.1104,-1.6149,0.6801,-0.2462,-0.6711,-1.0127,0.2815,-0.2621,-0.3202
GUSBP1,1.1884,0.9058,-0.0791,0.2401,-1.1053,2.5982,1.6408,0.6288,-0.3888,1.505
GCOM1,0.5264,0.5621,0.909,0.4148,0.5797,1.2881,0.3511,0.1908,0.9948,1.6164
GALE,0.4291,-0.2005,0.2651,-0.1472,-0.7586,0.9218,-1.5862,-2.1767,-0.309,-0.5359
NKIRAS2,-1.2737,-0.1705,1.2953,0.3851,-0.6267,-0.2053,-0.1724,2.09,0.1414,-0.7048
C21orf121,-1.4499,1.2118,-0.3701,-0.6244,0.1919,0.3449,-0.5686,0.4467,-0.8662,0.4371
COPB1,0.9047,-1.0082,-0.0235,0.5669,0.8095,1.6149,0.3242,1.1395,0.5035,1.3702
ACSM4,-0.3828,1.0056,-0.3081,1.859,-0.0635,0.6337,-1.0815,-0.1627,-1.8183,2.6102
HBZ,-0.0053,-0.5808,0.4331,0.7838,-0.3967,-0.8524,0.0415,0.387,-0.6663,-0.6328
AL705200,0.6036,0.1893,0.1404,1.0822,1.129,0.9244,1.0758,-1.8173,-1.6819,-0.7856
BX102609,0.0995,-0.6955,-0.9653,-0.1347,-0.3909,-1.4994,0.6823,-0.5362,0.3914,-1.1701
NTN5,-0.2987,-0.3476,2.153,-0.1591,-0.1184,0.3948,0.5439,0.1518,-0.816,-1.3858
BF509695,-0.8055,-0.961,-0.8663,-0.098,1.3931,-1.0907,2.3073,-1.0861,0.2049,-0.2948
SYCE1,-0.6025,-0.0968,-0.6727,-0.5019,0.2247,-0.5463,-0.4323,-0.4057,-0.5132,5.1677
CR613620,-0.932,0.0839,-1.1523,-0.0796,-0.0024,0.0699,-1.342,-0.6491,-1.8752,-2.3108
GLRX2,-0.3476,0.8396,-0.8928,-0.2023,1.1063,1.3479,-1.5082,-0.2544,0.1769,-1.1469
DNAJC5B,0.2125,0.3295,0.4364,-0.4,-0.4584,-2.0466,-0.818,0.9662,0.3145,-0.9342
DHRS11,-0.5817,-0.8758,0.9482,0.4177,-0.3711,-0.2117,-0.6866,0.6919,-0.3163,0.4863
NRCAM,0.3158,-0.0506,0.0252,0.1531,-0.3653,0.2597,0.2746,1.4251,0.0899,-0.5798
DKC1,-0.6539,0.0735,-0.794,-0.557,-0.1901,-1.3968,0.3679,-0.0273,0.8026,-0.7445
ANP32C,-0.1562,-0.5396,-0.393,0.4373,1.2126,-0.7439,-0.6214,0.3362,0.4243,-0.4271
HUWE1,-0.8765,-1.7733,-0.7218,-0.3654,-1.4974,-0.5226,-0.9331,1.3525,-0.7914,-1.0041
CD678997,0.1516,0.5455,-0.9784,-0.7658,-0.0508,-1.5679,-0.0181,0.1658,0.5871,0.0104
DR977867,-0.4666,0.2604,0.7805,0.1002,-0.7167,1.4158,-0.665,-2.8411,1.8509,0.2915
CR745388,-0.2013,1.1278,0.7172,0.281,2.0133,1.0273,0.8726,-0.779,0.7479,-1.1654
BX111229,-0.3293,0.3709,-0.1708,-0.6563,-0.2354,-1.2113,-2.4418,-0.4535,-0.1015,-0.4759
IRF4,-0.3231,-0.5703,-1.181,-0.1873,-0.9553,-0.9697,0.535,-0.4867,-0.2965,-1.5162
PDE4DIP,-0.8973,3.6637,0.3234,-0.9218,-0.5728,-0.4242,-0.6415,-0.826,-0.4571,0.427
AW016127,-1.1147,1.1951,-0.6026,-1.6119,1.003,1.1386,-2.4131,-0.688,1.4007,-1.0232
NDUFS5,-0.8228,-0.4564,-0.9188,0.1082,-0.1469,0.0233,0.3035,-0.6266,-1.0152,0.0205
TMEM185A,0.8299,1.2509,1.9296,0.7571,-0.7687,-0.4064,0.0838,0.2094,0.2717,0.7616
OR11H1,1.5792,1.655,0.366,0.4034,1.42,-0.2542,0.9338,-0.4208,0.717,0.5716
ZNF232,-0.0194,-0.3783,-2.036,0.226,-0.6816,0.197,1.2698,-0.4414,-0.7236,-0.4116
CB857522,-0.7782,0.7481,-0.2166,0.7924,0.7519,-0.4765,-0.5954,0.2683,0.3223,1.0581
HSD17B2,-0.2108,2.0255,-0.2208,-0.6816,1.2403,-0.5179,0.2924,-0.7256,-0.8524,-0.4189
EFTUD2,-1.6748,-0.5061,-0.0839,0.2112,-0.8491,-0.934,-0.9063,1.0202,-0.0218,-0.4398
CLUAP1,-0.7985,0.0793,-0.4799,1.9245,1.1049,1.701,0.3263,-0.1225,2.0677,-0.3473
BU569796,0.5562,-0.1717,0.8233,-0.0498,0.9312,-1.0173,1.0688,-0.5193,0.8364,-0.8257
MRPS12,0.233,0.7953,-0.4148,-0.085,0.3579,-0.6539,-0.4835,0.3983,0.6231,-1.3262
SGPP1,-1.2177,0.085,-0.2131,0.3053,-0.3422,-1.1521,0.0075,-0.2105,0.8629,2.27
LOC644075,-0.6667,-0.3623,0.3426,-0.4697,0.4472,-1.0573,0.8635,-0.6587,-0.0035,1.4765
AW291981,0.8236,-0.0873,0.7549,-1.4091,0.3504,1.5693,0.4679,1.4657,0.4167,0.2864
LMO1,2.1937,2.1025,0.1465,-0.1735,-1.0069,0.3639,1.0537,0.371,-0.0718,-0.6856
CACNA1I,-0.4899,0.2891,2.2988,-0.9733,-0.9131,0.9464,-0.8754,-1.0329,-0.4624,-0.9497
ATP11A,-0.5485,-1.0929,0.3753,0.3826,0.3908,1.0862,1.0001,3.8363,1.1795,-1.8354
WDR46,-1.5133,-0.3684,-0.0179,0.4035,-0.022,0.327,0.3484,0.3974,0.4765,0.1068
C20orf132,3.2749,-1.1891,0.5161,0.7487,-0.1742,0.9107,0.8663,0.6534,-1.2971,-0.9743
ANKS6,-0.3534,-1.8948,-0.1004,0.287,1.1011,-0.3554,1.2993,-0.715,-1.6814,0.8785
PARP15,0.7173,-0.5159,-0.6895,-0.1253,0.6825,0.6159,-0.3442,-0.2348,-0.4852,0.0081
BU734090,2.1868,0.6343,0.4962,1.0326,1.2267,-1.8714,-2.6237,-0.2448,-0.1985,0.353
DB337957,-1.8593,0.3781,-0.7515,1.5345,0.8521,-0.6784,-0.3007,0.393,-0.1484,-0.3165
HAS3,2.5754,0.1105,-1.2481,-0.8033,-0.2928,-0.5416,0.3018,-0.6225,-1.0556,0.868
LMTK3,1.0001,0.547,1.205,0.3269,0.1856,1.2753,-1.0635,-0.1024,-1.4796,-0.5065
DB299969,0.4425,0.358,-0.0052,1.5073,-0.157,0.3494,0.5045,0.7069,0.6561,2.2266
ST8SIA5,-1.277,0.1548,0.0635,-0.201,-0.8702,-0.7161,0.24,-0.1512,-0.5578,-0.3911
AGAP7,1.5875,1.0883,1.3632,-0.5274,0.8177,1.0044,0.2381,2.5484,-0.808,-0.0418
LOC149086,1.1059,1.8273,1.4951,-0.3965,0.6669,0.8373,1.886,-0.0871,0.0575,0.5923
C11orf30,-0.4448,0.286,-0.7592,-0.0158,-1.2857,-0.3087,0.7047,-0.1288,-0.0752,0.3075
AI867771,-0.294,1.2765,0.05,1.2532,1.4628,1.1571,-1.0843,-0.2588,0.282,-1.3923
ABI3BP,-1.2419,-1.2447,-0.9875,-1.4172,-0.6169,-1.4597,0.8434,-0.3256,0.4987,0.103
NSL1,1.4311,0.0328,-0.5071,-0.0891,1.3037,1.0559,1.4798,0.6496,1.2392,0.5805
PRKAA1,-1.011,1.0133,-0.6388,-1.0534,0.2016,-1.1789,0.7268,-1.713,-1.8328,-0.5218
NADK,-1.598,-1.4605,-0.1638,-0.0973,-1.7394,-0.703,-0.758,-0.5286,-0.4003,-0.6894
MIA-RAB4B,-0.2806,-0.7597,-0.68,-0.1161,-0.4901,0.1304,1.4059,0.0896,-0.6221,0.2337
BI430555,0.0958,1.1673,-0.1704,-2.4877,-0.3706,-0.4994,1.2283,-0.3988,-0.8209,1.1439
APLP1,-0.1948,-0.2135,-0.6997,-1.0257,-0.3056,-0.7261,-0.7543,0.2726,-0.1713,0.6575
FAM50A,-1.3617,0.8259,0.3588,-0.7298,-1.0407,-0.8569,-1.4389,-0.9212,0.0606,-0.8932
CAB39,-0.3992,0.826,-1.185,0.2336,0.3643,-1.5258,0.5205,-0.5409,0.3159,0.7916
SIDT1,2.1805,2.8819,-1.4759,0.2572,-1.0588,0.0574,-0.81,1.463,-0.347,0.1706
HS3ST6,0.2541,0.0955,0.3038,0.1195,-1.5961,-0.4022,-0.8432,-0.2177,-0.8944,0.5672
AI609076,0.6173,-1.2083,1.8347,1.6334,-0.152,-0.9647,-0.0774,-0.0364,0.095,-2.5722
MTUS2,-0.1565,0.5735,0.1388,-0.3079,-0.8747,-0.5516,-1.2309,2.0604,0.8868,-1.441
SPDYE1,-2.2355,-0.7722,-0.3668,0.0059,-0.8795,1.6405,0.7966,-0.8704,2.8079,-0.2133
ASAP1,-1.3162,0.0467,0.0154,-0.9799,-0.8374,-1.4165,-1.0698,-0.0896,0.6787,-0.3253
CD742560,-0.6226,-1.284,0.675,1.1163,-0.0304,1.5874,3.2956,3.0474,-1.4317,0.5391
KCTD20,-1.5646,0.0605,1.0845,-0.1879,1.0526,-0.3393,0.6928,0.0527,1.2394,1.0018
AK027163,0.509,0.9072,0.4117,-1.9901,-0.3692,1.9071,-0.0478,-1.3044,0.1828,-1.2024
MGC12982,0.1999,-1.1428,0.4927,-0.7066,-0.5959,-0.9716,-0.5805,-0.0394,0.8241,0.125
INADL,0.324,0.6517,2.7846,1.1483,0.8038,1.0252,0.6249,0.4129,0.7418,0.808
LOC554249,0.9177,-0.2381,0.6919,-0.452,0.256,0.9761,2.1634,2.7641,0.8161,0.1349
MTNR1B,-0.4351,1.3342,0.8279,-1.0289,-0.0715,-0.1778,-1.7906,-0.664,-0.1905,-0.6515
BX101084,0.1147,-0.5106,-0.0684,0.1983,0.158,-1.0715,0.3331,-1.474,0.5085,0.1118
KIAA0430,-0.5741,-0.8953,-0.5968,0.0346,-1.0263,-0.8397,0.8354,-0.9946,0.4665,0.1258
LOC283028,1.0396,0.1227,-0.1499,-0.2274,0.5436,-0.0815,1.4618,-0.6073,0.2894,0.1341
AI252780,-0.1238,-0.8816,0.4629,1.386,-0.204,1.5176,-1.1922,-0.5204,0.7181,-1.0955
OIP5,1.4894,0.4967,0.5068,-0.6599,0.4834,-0.6391,-1.5169,0.8265,1.5206,1.1252
BU565312,1.1214,0.1651,1.0616,-1.1417,-1.281,0.5679,-0.5932,3.0928,-0.6773,-1.2366
BF476094,-1.494,-1.2077,0.343,-1.0465,0.0909,-0.3893,-0.4957,0.5895,0.9363,0.4015
SLC10A4,3.4092,-0.2382,1.6772,0.3462,-0.2728,-0.6706,0.1179,-2.4842,0.6731,-0.4244
LPPR5,-0.1859,0.1218,-0.4927,0.1427,0.0611,-1.536,1.4334,-0.1933,-0.2362,-0.5076
SLC38A9,-0.7821,-2.368,-0.4776,1.2205,-0.6268,-0.9215,0.4215,1.0337,0.2285,0.5205
NFKBIL1,0.3667,-0.7416,0.9071,-0.3704,-0.9591,1.0568,0.1159,-0.2202,0.6051,-0.8776
SIRT1,-0.7638,-1.4841,-0.9267,-0.1471,-0.0025,-0.1093,0.1541,1.2289,1.4405,-0.3714
TTC14,-0.7533,-0.1837,-0.1078,0.254,-0.4018,0.6455,0.052,-0.0944,-0.1889,1.0187
RPL10,-0.5118,-0.2503,0.3126,-0.5115,0.2443,0.2624,0.3226,-1.0574,1.2603,-0.3568
TMTC3,0.2402,-0.7657,0.8777,1.0882,0.8856,-0.3406,0.1886,1.7141,0.4876,0.3699
LOC100128505,0.0573,0.7753,-1.1455,-0.3577,1.0969,-0.828,0.4329,-0.8099,0.2729,0.2948
FAM71E2,3.0578,-0.0437,0.1694,0.1903,-0.9032,0.1175,-0.0978,0.8562,0.3103,0.9416
